filename,non_vulnerable_present,non_vulnerable_nearby,vulnerable_present,vulnerable_nearby,crowded_critical
002610.txt,1,0,0,0,0
002611.txt,1,1,0,0,0
002612.txt,1,1,1,1,1
002613.txt,1,0,1,1,0
002614.txt,1,0,0,0,0
002615.txt,1,1,1,0,1
002616.txt,0,0,1,1,0
002617.txt,0,0,1,1,0
002618.txt,0,0,1,1,0
002619.txt,1,0,0,0,0
002620.txt,1,0,0,0,0
002621.txt,1,1,0,0,0
002622.txt,1,0,0,0,0
002623.txt,1,0,0,0,0
002624.txt,1,0,0,0,0
002625.txt,1,0,0,0,0
002626.txt,1,0,1,1,1
002627.txt,1,1,0,0,0
002628.txt,1,0,0,0,0
002629.txt,1,1,0,0,0
002630.txt,1,0,1,0,0
002631.txt,1,0,0,0,0
002632.txt,1,1,0,0,1
002633.txt,1,0,0,0,0
002634.txt,1,0,1,1,0
002635.txt,1,1,0,0,0
002636.txt,1,0,1,0,0
002637.txt,1,1,0,0,0
002638.txt,1,1,0,0,1
002639.txt,1,1,0,0,0
002640.txt,1,0,1,1,1
002641.txt,1,1,0,0,0
002642.txt,1,0,0,0,0
002643.txt,0,0,1,1,0
002644.txt,1,0,0,0,0
002645.txt,1,0,0,0,0
002646.txt,1,0,0,0,0
002647.txt,1,1,0,0,0
002648.txt,1,0,1,0,0
002649.txt,0,0,1,0,0
002650.txt,1,0,0,0,0
002651.txt,0,0,1,1,0
002652.txt,1,1,1,0,0
002653.txt,1,0,0,0,0
002654.txt,1,1,1,0,0
002655.txt,1,0,0,0,0
002656.txt,1,0,0,0,0
002657.txt,1,1,0,0,0
002658.txt,1,0,0,0,0
002659.txt,0,0,0,0,0
002660.txt,1,0,0,0,0
002661.txt,1,0,0,0,0
002662.txt,1,1,0,0,0
002663.txt,0,0,1,1,1
002664.txt,1,0,0,0,0
002665.txt,1,0,0,0,0
002666.txt,0,0,1,1,1
002667.txt,1,1,0,0,0
002668.txt,1,0,0,0,0
002669.txt,1,0,0,0,0
002670.txt,1,1,0,0,0
002671.txt,0,0,1,1,0
002672.txt,1,1,0,0,0
002673.txt,1,1,0,0,0
002674.txt,1,1,0,0,0
002675.txt,0,0,0,0,0
002676.txt,0,0,0,0,0
002677.txt,1,1,1,0,0
002678.txt,1,1,0,0,0
002679.txt,1,0,0,0,0
002680.txt,0,0,1,1,0
002681.txt,1,0,1,0,0
002682.txt,1,1,0,0,0
002683.txt,1,1,0,0,0
002684.txt,1,1,0,0,0
002685.txt,1,1,1,0,0
002686.txt,1,0,1,1,0
002687.txt,1,1,0,0,0
002688.txt,1,1,0,0,1
002689.txt,0,0,1,1,0
002690.txt,1,0,1,1,1
002691.txt,1,1,1,1,1
002692.txt,1,1,1,0,0
002693.txt,0,0,1,1,0
002694.txt,1,0,1,0,0
002695.txt,1,0,0,0,0
002696.txt,1,1,1,0,0
002697.txt,1,1,0,0,1
002698.txt,1,0,0,0,0
002699.txt,1,1,1,1,1
002700.txt,1,0,0,0,0
002701.txt,1,0,0,0,0
002702.txt,1,0,0,0,0
002703.txt,1,0,1,0,0
002704.txt,1,1,0,0,0
002705.txt,1,1,0,0,0
002706.txt,1,0,0,0,0
002707.txt,0,0,1,1,1
002708.txt,1,1,0,0,0
002709.txt,1,1,1,0,0
002710.txt,1,1,0,0,0
002711.txt,1,1,0,0,0
002712.txt,1,1,0,0,0
002713.txt,1,0,1,0,0
002714.txt,1,0,0,0,0
002715.txt,1,0,1,0,0
002716.txt,1,1,1,1,1
002717.txt,1,0,0,0,0
002718.txt,0,0,1,1,0
002719.txt,1,1,0,0,0
002720.txt,1,0,0,0,0
002721.txt,1,1,1,0,1
002722.txt,1,0,0,0,0
002723.txt,1,0,1,0,0
002724.txt,1,0,0,0,0
002725.txt,1,0,1,1,1
002726.txt,1,1,0,0,0
002727.txt,1,1,1,1,1
002728.txt,1,1,1,0,0
002729.txt,1,1,0,0,0
002730.txt,1,1,0,0,0
002731.txt,1,1,1,0,1
002732.txt,1,0,0,0,0
002733.txt,1,0,0,0,0
002734.txt,1,1,0,0,1
002735.txt,0,0,1,1,0
002736.txt,0,0,0,0,0
002737.txt,1,1,1,0,0
002738.txt,1,0,0,0,0
002739.txt,0,0,1,1,0
002740.txt,0,0,0,0,0
002741.txt,1,1,0,0,0
002742.txt,0,0,1,1,1
002743.txt,1,1,0,0,0
002744.txt,1,0,0,0,0
002745.txt,1,0,1,1,0
002746.txt,1,1,0,0,0
002747.txt,1,1,0,0,0
002748.txt,1,1,0,0,1
002749.txt,1,0,1,0,0
002750.txt,1,0,0,0,0
002751.txt,1,1,0,0,0
002752.txt,1,0,0,0,0
002753.txt,1,1,0,0,1
002754.txt,1,0,0,0,0
002755.txt,1,0,1,0,0
002756.txt,1,1,0,0,0
002757.txt,1,0,0,0,0
002758.txt,1,0,0,0,0
002759.txt,1,1,0,0,0
002760.txt,1,0,0,0,0
002761.txt,0,0,0,0,0
002762.txt,1,1,1,0,1
002763.txt,0,0,1,1,0
002764.txt,1,0,0,0,0
002765.txt,1,0,0,0,0
002766.txt,1,0,0,0,0
002767.txt,0,0,1,1,0
002768.txt,1,0,0,0,0
002769.txt,0,0,1,1,0
002770.txt,1,0,0,0,0
002771.txt,1,0,1,0,0
002772.txt,1,0,1,0,0
002773.txt,1,1,0,0,0
002774.txt,0,0,1,0,0
002775.txt,1,0,1,1,1
002776.txt,1,0,0,0,0
002777.txt,1,0,0,0,0
002778.txt,1,0,0,0,0
002779.txt,1,0,0,0,0
002780.txt,0,0,1,1,0
002781.txt,1,0,1,0,0
002782.txt,1,1,0,0,0
002783.txt,1,0,0,0,0
002784.txt,1,0,0,0,0
002785.txt,1,1,0,0,0
002786.txt,1,1,0,0,0
002787.txt,1,1,1,0,0
002788.txt,1,1,1,0,0
002789.txt,1,1,0,0,0
002790.txt,1,0,0,0,0
002791.txt,1,0,0,0,0
002792.txt,0,0,1,0,0
002793.txt,1,1,0,0,0
002794.txt,1,0,0,0,0
002795.txt,1,0,0,0,0
002796.txt,1,1,0,0,0
002797.txt,1,1,0,0,0
002798.txt,1,1,1,0,1
002799.txt,0,0,1,1,0
002800.txt,1,1,1,1,0
002801.txt,1,0,0,0,0
002802.txt,1,0,0,0,0
002803.txt,1,0,0,0,0
002804.txt,1,0,0,0,0
002805.txt,1,1,0,0,0
002806.txt,1,0,0,0,0
002807.txt,1,0,0,0,0
002808.txt,1,1,0,0,0
002809.txt,1,0,0,0,0
002810.txt,1,0,0,0,0
002811.txt,0,0,1,1,0
002812.txt,1,1,1,1,1
002813.txt,1,0,1,1,0
002814.txt,1,1,0,0,0
002815.txt,1,1,0,0,1
002816.txt,1,0,1,0,0
002817.txt,1,1,0,0,1
002818.txt,1,0,0,0,0
002819.txt,1,0,0,0,0
002820.txt,1,0,0,0,0
002821.txt,1,1,0,0,0
002822.txt,1,1,1,1,1
002823.txt,1,0,0,0,0
002824.txt,1,1,0,0,0
002825.txt,1,0,0,0,0
002826.txt,1,1,0,0,1
002827.txt,1,1,0,0,0
002828.txt,1,0,0,0,0
002829.txt,1,1,1,1,0
002830.txt,1,0,0,0,0
002831.txt,1,0,0,0,0
002832.txt,1,1,0,0,0
002833.txt,1,0,0,0,0
002834.txt,1,1,0,0,0
002835.txt,0,0,0,0,0
002836.txt,1,0,0,0,0
002837.txt,0,0,1,1,0
002838.txt,1,0,1,0,0
002839.txt,1,1,1,1,0
002840.txt,1,0,0,0,0
002841.txt,1,1,0,0,1
002842.txt,1,0,1,0,0
002843.txt,1,0,0,0,0
002844.txt,1,0,0,0,0
002845.txt,1,1,0,0,0
002846.txt,1,1,0,0,0
002847.txt,1,1,0,0,0
002848.txt,1,1,0,0,0
002849.txt,1,1,0,0,0
002850.txt,1,0,0,0,0
002851.txt,0,0,1,1,0
002852.txt,0,0,0,0,0
002853.txt,1,1,0,0,1
002854.txt,1,1,0,0,0
002855.txt,1,0,0,0,0
002856.txt,1,0,0,0,0
002857.txt,0,0,1,1,0
002858.txt,1,1,1,0,0
002859.txt,1,0,0,0,0
002860.txt,0,0,1,1,0
002861.txt,1,1,0,0,0
002862.txt,1,0,0,0,0
002863.txt,0,0,1,0,0
002864.txt,1,1,1,0,1
002865.txt,1,0,0,0,0
002866.txt,1,0,0,0,0
002867.txt,1,0,1,0,0
002868.txt,0,0,1,1,0
002869.txt,1,1,0,0,0
002870.txt,0,0,1,1,0
002871.txt,1,1,0,0,0
002872.txt,1,1,0,0,0
002873.txt,1,1,0,0,1
002874.txt,1,1,0,0,1
002875.txt,0,0,1,1,0
002876.txt,1,0,0,0,0
002877.txt,1,0,0,0,0
002878.txt,1,0,0,0,0
002879.txt,1,1,0,0,0
002880.txt,1,0,0,0,0
002881.txt,0,0,1,1,0
002882.txt,1,1,0,0,0
002883.txt,1,0,1,0,0
002884.txt,1,0,0,0,0
002885.txt,0,0,1,0,0
002886.txt,0,0,0,0,0
002887.txt,1,0,0,0,0
002888.txt,0,0,1,1,0
002889.txt,1,0,1,1,0
002890.txt,1,1,0,0,0
002891.txt,1,0,0,0,0
002892.txt,1,0,1,1,1
002893.txt,1,1,1,1,0
002894.txt,1,1,0,0,0
002895.txt,1,1,0,0,1
002896.txt,1,1,0,0,0
002897.txt,1,0,1,0,0
002898.txt,0,0,1,1,0
002899.txt,1,1,0,0,0
002900.txt,1,0,0,0,0
002901.txt,1,0,1,0,0
002902.txt,1,1,0,0,0
002903.txt,1,0,0,0,0
002904.txt,0,0,1,1,1
002905.txt,1,1,0,0,0
002906.txt,0,0,1,1,0
002907.txt,1,0,0,0,0
002908.txt,1,0,0,0,0
002909.txt,0,0,0,0,0
002910.txt,1,1,0,0,0
002911.txt,1,1,1,0,0
002912.txt,1,1,0,0,0
002913.txt,1,0,0,0,0
002914.txt,0,0,1,0,0
002915.txt,1,0,1,1,1
002916.txt,1,0,0,0,0
002917.txt,0,0,1,1,0
002918.txt,1,1,1,0,0
002919.txt,1,0,0,0,0
002920.txt,0,0,1,1,1
002921.txt,1,1,0,0,0
002922.txt,1,0,0,0,0
002923.txt,1,1,1,0,0
002924.txt,1,0,0,0,0
002925.txt,1,0,0,0,0
002926.txt,1,0,0,0,0
002927.txt,0,0,1,1,0
002928.txt,1,1,0,0,0
002929.txt,1,1,0,0,0
002930.txt,1,1,0,0,0
002931.txt,1,0,0,0,0
002932.txt,1,1,0,0,0
002933.txt,1,1,0,0,1
002934.txt,1,1,0,0,1
002935.txt,1,1,0,0,0
002936.txt,1,0,0,0,0
002937.txt,1,1,1,1,0
002938.txt,1,0,0,0,0
002939.txt,1,0,1,1,0
002940.txt,1,0,0,0,0
002941.txt,1,0,0,0,0
002942.txt,1,1,0,0,0
002943.txt,0,0,1,1,0
002944.txt,1,0,1,1,1
002945.txt,1,1,1,0,0
002946.txt,1,0,0,0,0
002947.txt,1,1,0,0,0
002948.txt,1,1,0,0,0
002949.txt,1,0,0,0,0
002950.txt,1,1,0,0,0
002951.txt,1,0,0,0,0
002952.txt,0,0,1,1,0
002953.txt,1,0,0,0,0
002954.txt,0,0,1,1,0
002955.txt,1,1,0,0,0
002956.txt,0,0,1,1,0
002957.txt,1,1,0,0,0
002958.txt,1,1,0,0,0
002959.txt,1,1,0,0,0
002960.txt,1,1,0,0,0
002961.txt,1,1,0,0,0
002962.txt,1,1,0,0,0
002963.txt,1,1,0,0,0
002964.txt,1,1,0,0,1
002965.txt,1,1,0,0,0
002966.txt,1,0,1,1,1
002967.txt,1,1,0,0,0
002968.txt,1,1,0,0,0
002969.txt,1,0,0,0,0
002970.txt,1,0,0,0,0
002971.txt,1,1,0,0,0
002972.txt,1,1,0,0,1
002973.txt,1,0,1,1,0
002974.txt,1,1,0,0,0
002975.txt,1,1,0,0,0
002976.txt,1,1,0,0,1
002977.txt,1,0,0,0,0
002978.txt,1,1,0,0,1
002979.txt,0,0,1,1,1
002980.txt,1,0,0,0,0
002981.txt,1,0,0,0,0
002982.txt,1,0,0,0,0
002983.txt,1,0,0,0,0
002984.txt,1,1,0,0,1
002985.txt,1,0,0,0,0
002986.txt,1,1,1,0,0
002987.txt,1,0,0,0,0
002988.txt,1,1,0,0,0
002989.txt,1,1,0,0,0
002990.txt,1,1,0,0,0
002991.txt,1,0,1,0,0
002992.txt,1,0,0,0,0
002993.txt,1,0,0,0,0
002994.txt,0,0,1,1,0
002995.txt,1,0,0,0,0
002996.txt,1,1,0,0,1
002997.txt,1,0,0,0,0
002998.txt,1,0,0,0,0
002999.txt,1,0,1,1,0
003000.txt,1,0,1,0,0
003001.txt,1,1,0,0,1
003002.txt,0,0,1,1,1
003003.txt,0,0,0,0,0
003004.txt,1,1,0,0,1
003005.txt,1,1,0,0,0
003006.txt,1,1,0,0,0
003007.txt,1,0,0,0,0
003008.txt,1,0,1,0,0
003009.txt,1,0,1,1,1
003010.txt,1,1,0,0,1
003011.txt,1,1,1,0,0
003012.txt,1,0,0,0,0
003013.txt,1,1,1,1,1
003014.txt,1,1,1,0,0
003015.txt,1,1,1,1,1
003016.txt,1,1,0,0,0
003017.txt,1,0,1,0,0
003018.txt,0,0,1,1,1
003019.txt,1,1,0,0,0
003020.txt,0,0,1,0,0
003021.txt,1,1,0,0,0
003022.txt,1,1,0,0,0
003023.txt,1,0,0,0,0
003024.txt,0,0,1,1,0
003025.txt,1,0,0,0,0
003026.txt,1,1,0,0,0
003027.txt,1,0,1,1,0
003028.txt,1,0,1,0,0
003029.txt,1,0,0,0,0
003030.txt,1,1,0,0,0
003031.txt,0,0,0,0,0
003032.txt,1,1,1,0,0
003033.txt,1,0,1,0,0
003034.txt,1,1,1,1,1
003035.txt,1,0,0,0,0
003036.txt,1,0,0,0,0
003037.txt,1,0,0,0,0
003038.txt,1,0,0,0,0
003039.txt,1,0,0,0,0
003040.txt,1,0,0,0,0
003041.txt,1,1,0,0,0
003042.txt,1,1,1,0,0
003043.txt,1,1,0,0,0
003044.txt,1,0,0,0,0
003045.txt,1,0,0,0,0
003046.txt,1,0,1,1,0
003047.txt,0,0,1,1,1
003048.txt,1,1,0,0,0
003049.txt,1,0,0,0,0
003050.txt,1,0,1,0,0
003051.txt,1,0,0,0,0
003052.txt,1,0,0,0,0
003053.txt,1,0,0,0,0
003054.txt,0,0,1,1,0
003055.txt,1,0,0,0,0
003056.txt,1,1,0,0,0
003057.txt,1,0,1,1,0
003058.txt,1,0,0,0,0
003059.txt,0,0,1,1,0
003060.txt,0,0,0,0,0
003061.txt,1,0,1,0,0
003062.txt,1,0,0,0,0
003063.txt,1,0,0,0,0
003064.txt,1,1,0,0,0
003065.txt,1,0,1,1,0
003066.txt,1,0,0,0,0
003067.txt,1,0,0,0,0
003068.txt,1,1,0,0,0
003069.txt,1,0,0,0,0
003070.txt,0,0,0,0,0
003071.txt,0,0,0,0,0
003072.txt,1,1,0,0,0
003073.txt,1,1,0,0,0
003074.txt,1,1,1,1,0
003075.txt,1,0,0,0,0
003076.txt,1,0,0,0,0
003077.txt,1,0,0,0,0
003078.txt,1,1,1,1,1
003079.txt,1,0,0,0,0
003080.txt,1,0,0,0,0
003081.txt,1,1,0,0,0
003082.txt,0,0,1,0,0
003083.txt,1,1,0,0,0
003084.txt,1,0,1,1,0
003085.txt,0,0,1,1,0
003086.txt,1,0,0,0,0
003087.txt,1,1,1,0,0
003088.txt,0,0,0,0,0
003089.txt,1,0,0,0,0
003090.txt,1,1,0,0,0
003091.txt,1,0,0,0,0
003092.txt,1,0,0,0,0
003093.txt,1,1,0,0,0
003094.txt,1,1,0,0,0
003095.txt,1,0,1,0,0
003096.txt,1,0,1,1,0
003097.txt,1,1,0,0,0
003098.txt,1,1,0,0,0
003099.txt,1,0,1,0,0
003100.txt,0,0,0,0,0
003101.txt,1,1,0,0,0
003102.txt,1,1,1,1,1
003103.txt,1,1,1,1,1
003104.txt,1,1,0,0,0
003105.txt,1,1,1,1,0
003106.txt,0,0,1,0,0
003107.txt,1,1,0,0,0
003108.txt,0,0,0,0,0
003109.txt,1,0,1,0,0
003110.txt,1,0,0,0,0
003111.txt,1,1,0,0,0
003112.txt,1,0,0,0,0
003113.txt,1,1,0,0,1
003114.txt,1,0,1,0,0
003115.txt,1,1,1,0,0
003116.txt,1,0,0,0,0
003117.txt,1,1,0,0,0
003118.txt,1,0,1,0,0
003119.txt,1,1,0,0,0
003120.txt,1,1,1,0,1
003121.txt,0,0,1,1,0
003122.txt,0,0,1,1,0
003123.txt,1,0,0,0,0
003124.txt,1,0,1,0,0
003125.txt,1,0,0,0,0
003126.txt,1,1,1,0,0
003127.txt,1,0,0,0,0
003128.txt,1,1,0,0,0
003129.txt,1,0,0,0,0
003130.txt,0,0,1,1,0
003131.txt,1,1,0,0,0
003132.txt,1,1,0,0,0
003133.txt,1,1,1,1,1
003134.txt,0,0,1,1,0
003135.txt,1,1,1,1,1
003136.txt,1,0,0,0,0
003137.txt,1,0,0,0,0
003138.txt,1,0,0,0,0
003139.txt,1,0,0,0,0
003140.txt,1,1,1,0,0
003141.txt,1,1,1,0,1
003142.txt,1,0,0,0,0
003143.txt,1,1,0,0,0
003144.txt,1,1,0,0,0
003145.txt,1,0,0,0,0
003146.txt,1,1,1,0,1
003147.txt,1,1,1,0,0
003148.txt,1,0,1,0,0
003149.txt,0,0,1,1,0
003150.txt,1,1,0,0,0
003151.txt,1,1,0,0,0
003152.txt,1,0,0,0,0
003153.txt,1,0,0,0,0
003154.txt,1,1,0,0,0
003155.txt,1,1,1,0,0
003156.txt,1,0,0,0,0
003157.txt,1,0,1,0,0
003158.txt,1,0,1,0,0
003159.txt,1,0,1,1,0
003160.txt,1,1,0,0,0
003161.txt,1,0,0,0,0
003162.txt,0,0,1,1,0
003163.txt,1,1,1,1,1
003164.txt,0,0,1,1,0
003165.txt,1,0,0,0,0
003166.txt,0,0,1,0,0
003167.txt,1,1,0,0,0
003168.txt,1,0,0,0,0
003169.txt,1,1,0,0,1
003170.txt,1,1,0,0,0
003171.txt,0,0,1,1,0
003172.txt,1,1,1,0,0
003173.txt,1,0,0,0,0
003174.txt,1,1,0,0,0
003175.txt,1,0,0,0,0
003176.txt,1,1,0,0,0
003177.txt,0,0,1,1,0
003178.txt,0,0,1,1,0
003179.txt,1,0,1,1,0
003180.txt,1,0,0,0,0
003181.txt,1,0,0,0,0
003182.txt,1,1,1,0,0
003183.txt,0,0,0,0,0
003184.txt,1,0,0,0,0
003185.txt,0,0,1,1,0
003186.txt,1,0,0,0,0
003187.txt,1,1,0,0,0
003188.txt,0,0,0,0,0
003189.txt,1,0,0,0,0
003190.txt,1,0,0,0,0
003191.txt,1,0,0,0,0
003192.txt,1,1,0,0,0
003193.txt,0,0,1,1,0
003194.txt,1,1,0,0,1
003195.txt,1,0,0,0,0
003196.txt,0,0,0,0,0
003197.txt,1,1,0,0,1
003198.txt,1,0,0,0,0
003199.txt,0,0,1,1,1
003200.txt,1,1,0,0,0
003201.txt,1,0,0,0,0
003202.txt,0,0,1,1,0
003203.txt,1,0,0,0,0
003204.txt,1,1,0,0,0
003205.txt,1,1,0,0,0
003206.txt,1,1,0,0,1
003207.txt,1,0,1,1,0
003208.txt,1,0,0,0,0
003209.txt,1,0,0,0,0
003210.txt,1,0,1,0,0
003211.txt,1,1,0,0,0
003212.txt,1,0,0,0,0
003213.txt,1,0,0,0,0
003214.txt,1,1,0,0,0
003215.txt,1,0,0,0,0
003216.txt,1,1,0,0,0
003217.txt,1,0,0,0,0
003218.txt,0,0,0,0,0
003219.txt,1,1,1,0,1
003220.txt,1,1,0,0,0
003221.txt,0,0,1,1,0
003222.txt,1,0,1,0,0
003223.txt,1,0,0,0,0
003224.txt,1,0,0,0,0
003225.txt,1,1,0,0,0
003226.txt,1,0,0,0,0
003227.txt,1,1,0,0,0
003228.txt,1,1,0,0,0
003229.txt,1,0,1,1,1
003230.txt,1,0,0,0,0
003231.txt,1,1,0,0,0
003232.txt,0,0,1,1,1
003233.txt,1,1,1,1,1
003234.txt,1,1,0,0,0
003235.txt,0,0,1,1,1
003236.txt,1,1,0,0,0
003237.txt,1,0,1,1,0
003238.txt,1,0,1,1,0
003239.txt,1,0,0,0,0
003240.txt,1,1,0,0,1
003241.txt,1,0,0,0,0
003242.txt,1,1,0,0,0
003243.txt,1,0,0,0,0
003244.txt,1,0,0,0,0
003245.txt,0,0,0,0,0
003246.txt,1,0,0,0,0
003247.txt,0,0,1,1,0
003248.txt,1,0,0,0,0
003249.txt,0,0,1,1,1
003250.txt,1,0,1,0,0
003251.txt,1,1,1,1,0
003252.txt,1,1,0,0,0
003253.txt,1,0,0,0,0
003254.txt,1,1,1,0,0
003255.txt,1,1,0,0,0
003256.txt,0,0,1,1,0
003257.txt,1,1,1,1,1
003258.txt,1,0,1,0,0
003259.txt,1,0,0,0,0
003260.txt,1,1,1,0,0
003261.txt,1,0,0,0,0
003262.txt,1,0,0,0,0
003263.txt,1,0,0,0,0
003264.txt,1,1,1,1,0
003265.txt,1,0,0,0,0
003266.txt,1,1,0,0,0
003267.txt,1,1,1,0,0
003268.txt,1,1,0,0,0
003269.txt,0,0,1,1,0
003270.txt,1,0,0,0,0
003271.txt,1,1,0,0,0
003272.txt,1,0,0,0,0
003273.txt,1,0,0,0,0
003274.txt,1,0,0,0,0
003275.txt,1,0,0,0,0
003276.txt,1,0,0,0,0
003277.txt,0,0,1,1,0
003278.txt,1,0,0,0,0
003279.txt,1,1,0,0,0
003280.txt,1,1,0,0,0
003281.txt,1,0,0,0,0
003282.txt,1,0,1,0,0
003283.txt,1,1,1,0,0
003284.txt,1,1,0,0,0
003285.txt,1,0,0,0,0
003286.txt,1,0,0,0,0
003287.txt,1,1,1,1,1
003288.txt,1,1,0,0,1
003289.txt,1,0,1,0,0
003290.txt,0,0,0,0,0
003291.txt,1,1,0,0,0
003292.txt,1,0,0,0,0
003293.txt,1,1,0,0,0
003294.txt,1,0,1,1,1
003295.txt,0,0,1,1,0
003296.txt,1,0,1,0,0
003297.txt,1,1,0,0,0
003298.txt,1,1,1,1,1
003299.txt,1,1,0,0,1
003300.txt,1,0,0,0,0
003301.txt,1,1,0,0,0
003302.txt,1,1,1,0,0
003303.txt,1,1,0,0,0
003304.txt,1,1,0,0,0
003305.txt,1,0,0,0,0
003306.txt,1,0,1,1,0
003307.txt,0,0,1,1,0
003308.txt,1,1,0,0,1
003309.txt,1,1,1,0,1
003310.txt,1,1,1,1,1
003311.txt,1,0,1,0,0
003312.txt,1,1,0,0,1
003313.txt,1,1,1,1,0
003314.txt,1,0,0,0,0
003315.txt,0,0,1,1,0
003316.txt,1,0,0,0,0
003317.txt,1,1,0,0,1
003318.txt,1,0,0,0,0
003319.txt,1,1,0,0,0
003320.txt,1,1,0,0,1
003321.txt,0,0,1,1,0
003322.txt,0,0,0,0,0
003323.txt,1,1,1,0,0
003324.txt,1,0,1,0,0
003325.txt,1,0,0,0,0
003326.txt,1,0,0,0,0
003327.txt,1,0,0,0,0
003328.txt,1,0,0,0,0
003329.txt,1,0,1,1,0
003330.txt,0,0,1,1,0
003331.txt,0,0,1,1,0
003332.txt,1,1,0,0,0
003333.txt,0,0,1,1,0
003334.txt,1,1,0,0,0
003335.txt,1,1,0,0,0
003336.txt,1,0,1,1,0
003337.txt,1,0,0,0,0
003338.txt,1,1,0,0,0
003339.txt,0,0,1,1,0
003340.txt,1,0,0,0,0
003341.txt,1,0,0,0,0
003342.txt,1,0,0,0,0
003343.txt,1,0,0,0,0
003344.txt,1,1,0,0,0
003345.txt,1,1,0,0,0
003346.txt,1,1,0,0,0
003347.txt,1,0,0,0,0
003348.txt,1,0,0,0,0
003349.txt,0,0,1,1,0
003350.txt,1,1,0,0,0
003351.txt,1,0,0,0,0
003352.txt,1,1,0,0,0
003353.txt,1,0,0,0,0
003354.txt,1,0,0,0,0
003355.txt,1,1,0,0,0
003356.txt,1,1,1,1,1
003357.txt,1,1,0,0,0
003358.txt,1,1,0,0,0
003359.txt,0,0,1,0,0
003360.txt,1,0,0,0,0
003361.txt,1,1,0,0,0
003362.txt,1,0,0,0,0
003363.txt,1,0,0,0,0
003364.txt,1,0,0,0,0
003365.txt,1,0,0,0,0
003366.txt,1,0,0,0,0
003367.txt,1,0,1,1,1
003368.txt,1,0,1,0,0
003369.txt,1,1,1,0,0
003370.txt,1,0,0,0,0
003371.txt,1,1,0,0,0
003372.txt,1,0,0,0,0
003373.txt,1,1,1,0,0
003374.txt,1,1,0,0,0
003375.txt,1,1,0,0,0
003376.txt,1,0,0,0,0
003377.txt,0,0,1,1,0
003378.txt,1,1,0,0,0
003379.txt,0,0,1,1,0
003380.txt,1,1,1,1,1
003381.txt,1,1,0,0,0
003382.txt,1,1,0,0,0
003383.txt,1,0,0,0,0
003384.txt,1,0,0,0,0
003385.txt,1,0,0,0,0
003386.txt,1,1,0,0,0
003387.txt,1,0,1,1,0
003388.txt,1,0,0,0,0
003389.txt,1,0,0,0,0
003390.txt,1,0,1,1,0
003391.txt,1,0,1,0,0
003392.txt,1,1,0,0,0
003393.txt,0,0,1,1,1
003394.txt,1,1,1,0,0
003395.txt,1,1,0,0,0
003396.txt,1,1,0,0,0
003397.txt,1,0,0,0,0
003398.txt,1,0,1,1,1
003399.txt,1,0,0,0,0
003400.txt,1,0,0,0,0
003401.txt,0,0,0,0,0
003402.txt,1,0,1,0,0
003403.txt,1,0,1,0,0
003404.txt,1,0,1,0,0
003405.txt,1,1,0,0,0
003406.txt,1,0,0,0,0
003407.txt,1,1,1,1,0
003408.txt,1,1,0,0,0
003409.txt,1,0,0,0,0
003410.txt,1,1,0,0,0
003411.txt,1,1,0,0,0
003412.txt,1,0,0,0,0
003413.txt,1,0,0,0,0
003414.txt,1,0,0,0,0
003415.txt,1,1,0,0,0
003416.txt,1,1,0,0,1
003417.txt,1,1,1,0,0
003418.txt,1,0,0,0,0
003419.txt,1,0,0,0,0
003420.txt,1,1,0,0,0
003421.txt,0,0,1,1,0
003422.txt,1,0,1,0,0
003423.txt,1,1,0,0,0
003424.txt,1,0,0,0,0
003425.txt,1,0,0,0,0
003426.txt,1,0,1,1,0
003427.txt,1,0,0,0,0
003428.txt,1,0,0,0,0
003429.txt,1,0,0,0,0
003430.txt,1,1,0,0,0
003431.txt,1,1,0,0,0
003432.txt,1,1,0,0,0
003433.txt,1,1,0,0,0
003434.txt,1,1,0,0,0
003435.txt,0,0,1,1,0
003436.txt,1,0,0,0,0
003437.txt,0,0,1,1,1
003438.txt,1,1,1,1,1
003439.txt,1,0,0,0,0
003440.txt,1,1,0,0,0
003441.txt,1,1,0,0,0
003442.txt,1,0,1,0,0
003443.txt,1,1,0,0,0
003444.txt,1,1,0,0,0
003445.txt,1,0,0,0,0
003446.txt,0,0,0,0,0
003447.txt,1,0,0,0,0
003448.txt,1,0,0,0,0
003449.txt,1,1,0,0,0
003450.txt,1,0,1,1,0
003451.txt,1,0,0,0,0
003452.txt,1,1,0,0,0
003453.txt,1,0,0,0,0
003454.txt,0,0,1,0,0
003455.txt,0,0,1,1,0
003456.txt,1,0,0,0,0
003457.txt,1,1,0,0,0
003458.txt,1,1,0,0,0
003459.txt,1,1,1,0,1
003460.txt,1,1,0,0,0
003461.txt,1,0,0,0,0
003462.txt,1,1,0,0,0
003463.txt,1,0,0,0,0
003464.txt,0,0,1,1,1
003465.txt,1,0,1,1,0
003466.txt,1,0,1,1,1
003467.txt,1,1,0,0,0
003468.txt,1,0,0,0,0
003469.txt,0,0,1,1,0
003470.txt,1,0,0,0,0
003471.txt,1,0,0,0,0
003472.txt,1,0,1,1,1
003473.txt,1,1,0,0,0
003474.txt,1,1,0,0,1
003475.txt,1,1,0,0,0
003476.txt,0,0,1,1,0
003477.txt,1,0,0,0,0
003478.txt,1,1,1,0,1
003479.txt,1,0,0,0,0
003480.txt,0,0,1,1,1
